label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
0	1536 mph	-0.6696	Chula Vista	Chula Vista	0.9415	403	1575	Human Computer Interaction, Bioengineering	373 kg	-434	-1134	0.1533	396 kg
2	122 mph	0.6952	San Diego	Santa Clarita, Stockton, Santa Ana	1.1445	-454	24	Bioinformatics	-397 kg	212		0.4296	680 kg
2	-191 mph	1.2223	San Diego	Santa Ana, Modesto	0.0868	-136	2692	computer science	-738 kg	1366	802	0.791	1032 kg
2	499 mph	1.4552	San Diego	Sacramento, Santa Clarita	1.589	683	958	bIOINFORMATICS	-570 kg	-179	1795	0.2515	2043 kg
4	943 mph	0.5098	Stockton	San Diego	0.9155	1910	1949	Robotics Engineering	935 kg	58	-175	2.3948	1227 kg
0	877 mph	-0.7361	Riverside	Moreno Valley, Chula Vista	0.2787	860	-777	Human Computer Interaction, Bioengineering	-3 kg	862	1580	-1.5718	509 kg
2	1036 mph	1.2514	San Diego	Stockton, Santa Clarita, Sacramento, Santa Ana	2.2039	-220	1342	Bioinformatics	439 kg	603	1316	-1.1288	-1310 kg
4	1977 mph	1.4424	Stockton	San Diego	1.6488	909	892	Robotics Engineering, Statistics	514 kg	470	1547	1.1644	326 kg
1	-58 mph	0.698	Fremont	Oakland, Irvine	-0.0507	1101	269	Biotechnology, Data Science, Electrical Engineering	568 kg	802	2136	0.5902	311 kg
3	623 mph	1.1809	San Jose	Fremont	-0.0185	-423	933	Computer Engineering	692 kg	1078	104	1.0293	-754 kg
0	54 mph	0.153	Chula Vista	Moreno Valley	0.6835	2032	470	Natural Language Processing	171 kg	726	282	1.1385	257 kg
0	408 mph	1.2853	Chula Vista	Chula Vista	1.4219	794	2164	Natural Language Processing, Bioengineering	-272 kg	98	1392	2.2363	322 kg
4	674 mph	0.5572	Anaheim	Los Angeles	-0.101	2212	2884	Robotics Engineering	53 kg	464	-1281	0.9198	-397 kg
5	695 mph	-1.2473	San Bernardino	Bakersfield	1.3065	277	-434	Technology and Information Management	-502 kg	342	1358	0.5571	1154 kg
1	-571 mph	-0.3567	Bakersfield	Riverside, Irvine, Oakland	-0.4702	1820	1101	Data Science, Electrical Engineering, Computer Game Design	1001 kg	1365	323	-1.0654	462 kg
2	-512 mph	1.8031	San Diego	Santa Clarita, Santa Ana, Modesto, Sacramento	0.6499	1008	735	Bioinformatics	-98 kg	945	805	0.6365	-1314 kg
1	1752 mph	1.2684	Long Beach	Long Beach, Riverside, Irvine	1.6322	-75	-152	Biotechnology, Computer Game Design, Electrical Engineering	326 kg	150	60	-0.1258	756 kg
0	862 mph	0.9427	Chula Vista	Moreno Valley	-0.1875	2358	243	Bioengineering	1199 kg	1015	-551	1.4375	-1424 kg
5	1277 mph	0.8651	Moreno Valley	San Jose, San Bernardino	-0.2138	-278	-819	Computational Media, Applied Mathematics	-713 kg	210	936	1.667	592 kg
3	2187 mph	0.4901	San Jose	Anaheim	-0.5085	550	2648	Computer Engineering	226 kg	568	-48	-1.3471	-209 kg
5	430 mph	0.8281	Moreno Valley	san francisco, san jose, san bernardino	1.4621	497	-897	Technology and Information Management	441 kg	1819	-842	2.0073	2129 kg
4	1255 mph	0.1874	stockton	San Diego	0.5323	1161	-935	Robotics Engineering, Games and Playable Media	1533 kg	517	-524	2.6565	-817 kg
0	1223 mph	1.9989	Chula Vista	Moreno Valley, Chula Vista	-0.7219	-594	1273	Bioengineering	390 kg	1	1305	-0.2404	-703 kg
3	483 mph	None	Los Angeles	Fremont	0.1899	706	808	Computer Engineering	-724 kg	144	444	-0.7101	1473 kg
0	-5 mph	0.618	Santa Clarita	Chula Vista	0.9423	-469	1845	Natural Language Processing, Human Computer Interaction	-850 kg	1331	-525	-0.2734	339 kg
5	1174 mph	1.6217	Moreno Valley	San Bernardino, Bakersfield	-0.025	1837	-1092	Computational Media	547 kg	-198	74	0.7562	None
4	1429 mph	1.7742	Anaheim	San Diego	0.8457	1228	2052	Statistics	571 kg	1555	543	-1.0656	1155 kg
3	136 mph	0.0881	San Diego	Anaheim	0.8707	499	-843	Computer Engineering	-60 kg	515	-1082	-0.3101	405 kg
5	61 mph	0.7156	San Bernardino	San Francisco, San Jose, Bakersfield	1.1067	288	-139	Applied Mathematics	-931 kg	-588	-771	-0.3307	443 kg
0	70 mph	0.3771	Irvine	San Jose	0.1849	888	44	Natural Language Processing	1083 kg	224	-466	-0.5038	1163 kg
2	1143 mph	2.2691	San Diego	Stockton, Santa Clarita	1.7952	517	-59	Biotechnology, Electrical Engineering, Computer Game Design	-837 kg	676	-741	-0.8007	473 kg
2	1020 mph	1.7197	San Diego	Sacramento, Modesto, Santa Ana	0.3528	1514	-282	Computer Science	1265 kg	607	2000	0.4743	1170 kg
0	889 mph	0.5022	santa clarita	Chula Vista	0.3803	727	1990	Natural Language Processing, Human Computer Interaction	561 kg	-90	-504	1.133	-284 kg
1	-691 mph	-0.3292	Long Beach	Irvine, Long Beach, Oakland	1.3802	1582	1359	Electrical Engineering, Biotechnology, Data Science	111 kg	599	826	0.1073	1648 kg
3	855 mph	1.4289	San Jose	Fremont	-0.5126	-39	682	Computer Engineering	500 kg	2977	-331	0.1516	2356 kg
0	-499 mph	-1.0925	Santa Clarita	Moreno Valley	None	956	489	Natural Language Processing	2088 kg	1990	829	0.0734	431 kg
5	-488 mph	1.6081	Moreno Valley	San Jose, San Bernardino, San Francisco	2.2432	146	-697	Computational Media, Applied Mathematics	694 kg	-196	326	0.8401	798 kg
5	945 mph	0.005	Moreno Valley	San Francisco, Bakersfield	0.4307	-203	-51	Computational Media	-312 kg	-868	-150	1.162	-186 kg
4	1245 mph	-0.8598	Stockton	San Diego	0.6509	508	-1468	Games and Playable Media	1495 kg	718	1003	0.3764	1506 kg
2	-1165 mph	1.2415	San Diego	Moreno Valley, Fresno	-0.4745	722	1851	Computer Science	636 kg	-79	711	-0.0011	-281 kg
3	416 mph	1.0133	Los Angeles	Moreno Valley	0.2994	-882	-1016	Computer Engineering	-197 kg	1217	1641	0.3193	-1603 kg
1	313 mph	-0.1415	Bakersfield	Irvine, Riverside	-0.0562	653	154	Computer Game Design	-211 kg	1183	326	0.5754	-493 kg
0	123 mph	0.0079	santa clarita	Fresno	-0.2834	785	35	Bioengineering, Human Computer Interaction	1754 kg	1598	430	0.3115	989 kg
0	643 mph	0.857	Sacramento	Moreno Valley	0.7176	2403	-419	Human Computer Interaction	125 kg	467	193	0.5898	654 kg
3	960 mph	2.3451	Los Angeles	Santa Clarita, Stockton	1.8073	457	2625	Computer Engineering	-614 kg	1115	1883	-0.8046	-581 kg
3	151 mph	0.992	Riverside	aNAHEIM	-0.0632	-298	-133	Computer Engineering	-624 kg	685	493	-0.5189	269 kg
3	1675 mph	1.5381	Los Angeles	Anaheim	0.7304	172	542	Bioengineering, Human Computer Interaction	-1738 kg	-785	-2011	2.3286	1260 kg
5	364 mph	0.6398	Modesto	San Bernardino	1.2441	653	923	Electrical Engineering, Computer Game Design	1163 kg	196	-50	0.1387	1167 kg
1	-46 mph	3.5183	Santa Ana	Anaheim	-0.5931	1865	-781	Computer Game Design	-1146 kg	103	-394	0.9606	-639 kg
2	-656 mph	1.0817	San Diego	Modesto, Santa Ana, Sacramento, Santa Clarita	0.4397	219	1065	Computer Science	624 kg	1659	746	-1.203	33 kg
0	319 mph	0.0451	Irvine	Fresno	0.3538	354	2408	human computer interaction	513 kg	715	580	-0.0011	448 kg
5	-118 mph	0.7451	Oakland	Bakersfield, San Jose, San Bernardino	-0.8355	1155	-401	Computational Media, Technology and Information Management	582 kg	1646	-356	1.7768	-927 kg
3	1300 mph	0.7281	Riverside	Anaheim	-0.0456	923	-633	Computer Engineering	461 kg	426	-280	2.3893	1190 kg
3	957 mph	1.6822	Los Angeles	Fremont	-0.0542	445	2589	Computer Engineering	515 kg	1007	-460	1.1871	550 kg
5	-746 mph	1.5517	Modesto	San Francisco, San Jose	0.498	-1766	-157	Applied Mathematics, Technology and Information Management	171 kg	765	-170	1.2385	797 kg
1	-1416 mph	1.0559	Fremont	Oakland, Irvine	0.611	1457	-14	Electrical Engineering, Data Science, Computer Game Design	-127 kg	-473	402	0.0191	2110 kg
4	356 mph	-0.6826	Oakland	San Diego	-0.0207	1387	304	Games and Playable Media, Robotics Engineering	346 kg	1692	157	0.2178	127 kg
2	-77 mph	2.1951	San Diego	Modesto, Santa Clarita, Stockton	1.5454	398	1524	Computer Science	347 kg	255	1074	0.0454	365 kg
2	1177 mph	1.5026	San Diego	Santa Clarita	0.3354	-338	1782	Bioinformatics	-1127 kg	-104	-14	0.2604	2095 kg
0	1029 mph	0.2261	Santa Clarita	Fresno, Chula Vista	-0.8192	260	-276	Bioengineering, Human Computer Interaction	-686 kg	1369	-857	0.2672	2085 kg
5	858 mph	-0.1198	San Bernardino	san bernardino	1.307	391	552	Applied Mathematics, Technology and Information Management	-792 kg	-341	1167	0.5863	500 kg
3	2658 mph	0.7569	San Jose	Anaheim	0.134	-637	666	Computer Engineering	-335 kg	-446	391	0.8841	1530 kg
3	534 mph	-0.5236	Los Angeles	FREMONT	0.6651	-333	1139	Computer Engineering	-699 kg	482	577	0.4799	1354 kg
0	-10 mph	1.1116	Santa Clarita	Chula Vista, Moreno Valley	0.7569	1325	-936	Human Computer Interaction, Natural Language Processing	56 kg	848	314	1.665	1303 kg
3	-154 mph	0.8254	Riverside	Anaheim	0.7383	984	-826	Computer Engineering	-382 kg	-50	330	1.1233	166 kg
1	-307 mph	-1.5798	Long Beach	Long Beach, Irvine	0.8559	777	730	Data Science, Computer Game Design	530 kg	532	-232	-0.9378	344 kg
1	646 mph	1.0318	Fremont	Long Beach, Riverside, Oakland	-0.1415	601	-223	Biotechnology	639 kg	820	-479	1.0591	1697 kg
1	-4 mph	0.4611	Santa Ana	Riverside, Irvine, Oakland	0.7023	1407	952	Computer Game Design	-75 kg	-42	-229	0.5062	1268 kg
3	-183 mph	1.7435	Riverside	Anaheim	-0.3775	-880	1521	Computer Engineering	14 kg	448	121	0.8995	617 kg
0	273 mph	0.8193	San Francisco	Moreno Valley	0.7718	632	2628	Natural Language Processing	1520 kg	708	903	0.027	1289 kg
0	944 mph	1.79	Irvine	Chula Vista, Moreno Valley	-0.8694	181	1546	NATURAL LANGUAGE PROCESSING	286 kg	1325	993	1.0155	818 kg
4	396 mph	0.324	Fresno	San Diego	2.9903	1971	634	Statistics	712 kg	956	779	0.7782	1013 kg
4	-376 mph	0.433	Stockton	San Diego	0.3781	1261	1080	Robotics Engineering	2432 kg	n/a	166	NULL	651 kg
5	175 mph	0.6633	Modesto	San Francisco	0.8629	1920	-1200	Technology and Information Management, Applied Mathematics	574 kg	859	15	0.5163	-549 kg
1	844 mph	1.6265	Fremont	San Francisco, Bakersfield, San Bernardino	0.5023	1117	-3	Biotechnology, Computer Game Design	-1079 kg	542	-256	0.4613	42 kg
5	915 mph	0.6584	Moreno Valley	San Francisco, Bakersfield	0.7873	43	83	Computational Media, Applied Mathematics	121 kg	-239	-613	0.0445	2405 kg
5	1553 mph	0.6929	san bernardino	San Jose	0.2412	56	315	Applied Mathematics, Technology and Information Management	-395 kg	-780	1975	-0.735	-2020 kg
4	633 mph	1.7394	Oakland	San Diego	1.0722	-75	1435	Robotics Engineering	710 kg	1599	-123	1.33	83 kg
5	1651 mph	1.1433	SAN BERNARDINO	San Francisco	2.7545	1073	2191	Applied Mathematics	-1195 kg	1739	-79	1.7713	-144 kg
3	731 mph	1.0011	rIVERSIDE	Anaheim	-0.0843	698	-1993	Computer Engineering	-311 kg	180	559	1.3375	175 kg
0	812 mph	0.9598	Irvine	Fresno, Chula Vista	-0.2263	564	671	Natural Language Processing	943 kg	1109	-1818	0.3486	1851 kg
3	569 mph	-0.6539	Los Angeles	Fremont	-0.3647	803	154	Computer Engineering	-523 kg	1244	1004	1.6193	529 kg
5	-1161 mph	-0.1317	Moreno Valley	San Bernardino, San Francisco	1.0463	858	-908	Applied Mathematics, Computational Media	225 kg	619	449	-0.5758	1482 kg
0	607 mph	1.2122	Irvine	Fresno	-1.1582	870	632	bioengineering	1363 kg	417	548	-0.7429	293 kg
4	-461 mph	-1.2232	Oakland	San Diego	-0.1794	1386	556	Statistics, Games and Playable Media	745 kg	1431	-762	0.0587	-772 kg
4	735 mph	1.3103	Stockton	San Diego	1.3867	657	-233	Robotics Engineering, Games and Playable Media	370 kg	n/a	1889	0.3303	2227 kg
4	1412 mph	0.4128	Oakland	Los Angeles	1.9474	830	1513	Statistics, Games and Playable Media	-336 kg	1244	-283	1.4425	829 kg
4	-155 mph	0.188	Oakland	San Diego	0.9821	681	756	Games and Playable Media	318 kg	N/A	183	0.2492	-143 kg
1	-1265 mph	0.8204	Santa Ana	Oakland, Irvine, Riverside	-0.7031	962	-1493	Biotechnology, Data Science	-34 kg	-63	-1595	0.2477	252 kg
0	-626 mph	2.2247	San Francisco	Moreno Valley, Chula Vista	-0.7873	462	2005	Bioengineering	464 kg	543	-1141	0.0787	-486 kg
3	53 mph	0.1219	San Jose	Fremont	NULL	-33	-1155	Computer Engineering	190 kg	98	431	0.1769	2327 kg
0	583 mph	-0.7566	Santa Clarita	Chula Vista, Moreno Valley	1.6035	850	584	Natural Language Processing, Human Computer Interaction	214 kg	937	786	-1.0461	823 kg
0	43 mph	0.8623	Santa Clarita	Los Angeles	-0.2343	856	819	bioengineering, human computer interaction	-1544 kg	354	-1309	-1.3653	301 kg
1	821 mph	1.1011	Long Beach	Riverside, Long Beach	0.7491	1521	414	Biotechnology, Computer Game Design, Electrical Engineering	-29 kg	261	979	-0.0985	184 kg
4	590 mph	-0.0456	Anaheim	San Diego	1.2039	1472	149	robotics engineering	382 kg	-260	241	None	225 kg
2	-373 mph	-0.3587	San Diego	Santa Clarita, Santa Ana	0.5772	2011	-871	Bioinformatics	521 kg	1	637	-0.2471	1067 kg
4	-324 mph	-1.7935	Stockton	San Diego	0.5839	609	1453	Robotics Engineering	1458 kg	485	352	1.9693	792 kg
1	672 mph	0.1562	Santa Ana	Riverside, Long Beach, Oakland	-1.2257	825	1337	Computer Game Design	775 kg	987	1429	0.677	1103 kg
1	-755 mph	1.414	Fremont	Long Beach, Irvine	-0.2504	-124	1118	Electrical Engineering	-828 kg	104	634	-1.0133	886 kg
1	1211 mph	0.5796	Bakersfield	Irvine	-0.3892	2180	15	Data Science, Biotechnology, Electrical Engineering	351 kg	471	-680	1.1601	2599 kg
3	1699 mph	0.8309	San Jose	LOS ANGELES	-0.3349	141	-380	Computer Engineering	-393 kg	189	25	0.4082	2075 kg
1	252 mph	0.1758	Irvine	Riverside, Oakland, Irvine	-0.5967	509	1960	Electrical Engineering, Data Science	-273 kg	778	171	-1.7896	1905 kg
1	258 mph	0.9999	Bakersfield	Riverside	1.4803	1309	1409	Biotechnology, Data Science, Electrical Engineering	718 kg	-48	-396	-0.195	-511 kg
3	-1045 mph	0.5893	Los Angeles	Anaheim	-1.1641	187	-338	Computer Engineering	-472 kg	-272	-1005	0.5049	455 kg
4	184 mph	-0.7934	Fresno	Chula Vista	0.8122	552	3099	Statistics	930 kg	1835	-528	0.1035	1694 kg
5	-900 mph	1.227	Modesto	San Francisco, San Bernardino, Bakersfield	1.6657	-625	-647	Technology and Information Management	1028 kg	1626	23	3.2058	-715 kg
4	362 mph	0.6461	Oakland	Los Angeles	-0.0482	996	1889	Robotics Engineering	1224 kg	-551	200	-0.2446	1049 kg
2	-990 mph	-0.0102	San Diego	Sacramento, Santa Clarita, Stockton, Santa Ana	0.9072	165	-181	Computer Science	833 kg	-289	-578	3.0951	336 kg
0	380 mph	0.6265	Sacramento	Chula Vista, Fresno	1.9362	1143	1870	Natural Language Processing	170 kg	16	679	0.2278	310 kg
4		0.2124	Fresno	San Diego	0.6007	455	1958	Statistics, Robotics Engineering	964 kg	898	836	1.054	-1247 kg
3	-366 mph	1.825	San Jose	Fremont	0.6105	346	28	Computer Engineering	447 kg	-80	241	1.4678	-942 kg
2	453 mph	0.2945	San Diego	Sacramento, Stockton, Santa Clarita	0.6502	-1338	-123	Bioinformatics	-245 kg	-95	665	-0.7608	-1613 kg
3	-75 mph	-0.1867	San Jose	San Francisco	-0.2608	-1066	-196	Computer Engineering	539 kg	497	1037	3.1826	867 kg
1	-61 mph	2.5468	Santa Ana	Riverside	-1.2972	2010	-993	Data Science	-970 kg	511	11	0.539	1538 kg
0	-566 mph	2.0252	Chula Vista	Fresno, Moreno Valley	1.1995	833	605	Natural Language Processing	1193 kg	407	977	-1.3583	447 kg
5	1376 mph	0.0708	San Bernardino	San Jose, San Bernardino, San Francisco	0.9744	82	45	Computational Media	1036 kg	1235	-626	1.351	667 kg
4	296 mph	-0.8236	Anaheim	Los Angeles	0.5554	1591	658	Statistics, Games and Playable Media	1378 kg	1037	-468	1.747	39 kg
4	661 mph	0.6438	Oakland	Los Angeles	-0.2423	823	1243	Robotics Engineering, Statistics	-264 kg	1131	-15	0.221	-384 kg
0	1881 mph	0.2941	Sacramento	Moreno Valley	0.663	633	1440	Human Computer Interaction, Bioengineering	-206 kg	923	1265	-0.9009	-631 kg
4	-899 mph	0.7658	Anaheim	San Diego	0.6851	1772	-84	rOBOTICS eNGINEERING	660 kg	738	-863	-0.5472	921 kg
2	-12 mph	0.0417	San Diego	Santa Ana	1.2049	-1357	-290	Bioinformatics	53 kg	318	911	-1.2985	-307 kg
3	-1887 mph	2.7799	San Jose	Fremont	-0.1604	-1431	-726	Computer Engineering	553 kg	1002	-109	1.3619	948 kg
3	90 mph	2.7068	Los Angeles	Fremont	0.9938	-180	-1418	Computer Engineering	860 kg	1000	1983	1.3365	-1205 kg
4	848 mph	-0.1278	Oakland	Anaheim	-0.122	1011	1650	Robotics Engineering, Statistics	1698 kg	1351	54	0.903	34 kg
3	296 mph	-0.2962	Los Angeles	Anaheim	-1.2756	543	-597	Computer Engineering	297 kg	1	883	1.2255	751 kg
3	631 mph	-0.0262	Los Angeles	Anaheim	1.6167	1395	1744	Computer Engineering	216 kg	1215	25	0.4249	-303 kg
1	443 mph	0.8257	Fremont	Oakland, Irvine	-0.5072	813	1638	Biotechnology, Electrical Engineering	161 kg	50	528	1.7507	1526 kg
0	104 mph	-0.27	San Francisco	Fresno, Chula Vista	-2.2655	-785	1887	Natural Language Processing	573 kg	92	183	1.6789	
5	434 mph	0.6621	San Bernardino	SAN JOSE, SAN FRANCISCO, SAN BERNARDINO	0.0148	251	-267	Computational Media, Technology and Information Management	120 kg	433	142	0.7799	-80 kg
0	-154 mph	0.5011	Chula Vista	Chula Vista	0.2958	N/A	-262	Bioengineering, Human Computer Interaction	-397 kg	795	723	1.0218	792 kg
0	147 mph	-0.7567	Santa Clarita	Fresno, Moreno Valley	0.5842	1586	868	Human Computer Interaction, Natural Language Processing	239 kg	1040	-921	-0.9524	1799 kg
3	905 mph	-0.5349	Los Angeles	Fremont	-0.4919	394	1558	Computer Engineering	-389 kg	0	1114	0.0982	-56 kg
5	-1296 mph	-0.1842	San Bernardino	San Francisco, San Jose, Bakersfield	3.4409	145	347	Technology and Information Management	-90 kg	-298	-468	0.8694	-254 kg
5	2134 mph	0.7805	San Bernardino	Bakersfield, San Francisco, San Bernardino	0.1032	-1249	551	Technology and Information Management	949 kg	116	284	-0.042	1612 kg
5	1831 mph	0.4178	San Bernardino	San Bernardino	0.474	1463	-349	Applied Mathematics, Computational Media	-66 kg	-6	-757	1.944	1299 kg
5	1794 mph	0.3572	Moreno Valley	sAN jOSE	1.0769	-149	1065	Applied Mathematics	981 kg	337	1523	-0.7227	4 kg
4	978 mph	-0.873	Oakland	San Diego	1.5199	1062	2264	Statistics, Games and Playable Media	2888 kg	733	-339	1.6096	736 kg
0	-792 mph	-0.85	Irvine	Moreno Valley, Fresno	-0.4464	?	208	Natural Language Processing	-571 kg	1083	736	-0.0137	1734 kg
1	831 mph	-0.2211	Long Beach	Irvine, Riverside, Long Beach	-0.0506	2008	-97	Electrical Engineering	-414 kg	1263	1318	-1.1396	-513 kg
0	307 mph	-0.2436	Sacramento	Chula Vista, Moreno Valley	0.9565	336	1515	Natural Language Processing, Bioengineering	1265 kg	765	N/A	0.322	-595 kg
5	2300 mph	2.6301	Moreno Valley	Bakersfield	1.6855	2028	-134	Technology and Information Management	1686 kg	550	759	1.4033	985 kg
5	1517 mph	0.2521	Moreno Valley	San Jose	-1.1651	-1395	-151	Computational Media	1041 kg	-211	-507	0.4839	1253 kg
4	1192 mph	-0.7098	Anaheim	Los Angeles	2.1454	-628	1109	Games and Playable Media, Statistics	2635 kg	1448	103	0.5458	-693 kg
0	577 mph	-0.1215	Chula Vista	Fresno, Chula Vista	0.4567	1418	823	Bioengineering	438 kg	1371	-511	1.6892	1838 kg
1	160 mph	1.2426	Bakersfield	San Francisco, Bakersfield, San Jose	-0.6951	1536	614	eLECTRICAL eNGINEERING, cOMPUTER gAME dESIGN	1098 kg	959	-9	0.2696	1064 kg
2	2290 mph	1.7936	San Diego	Santa Ana, Modesto	0.6508	787	413	Bioinformatics	-898 kg	736	144	-1.2352	NULL
2	-352 mph	2.562	San Diego	Stockton, Sacramento, Santa Clarita	-0.3755	-326	1344	Computer Science	-1497 kg	315	1336	1.1569	585 kg
2	2127 mph	1.132	San Diego	Santa Clarita, Sacramento, Santa Ana, Modesto	-0.4125	191	1090	computer science	-966 kg	898	739	-0.3643	1188 kg
0	-332 mph	0.6555	San Francisco	Moreno Valley	-0.0176	1409	-63	Bioengineering	-615 kg	794	-570	0.7548	825 kg
3	1839 mph	0.7287	Los Angeles	Anaheim	-0.257	-882	159	Computer Engineering	-849 kg	-115	-679	0.6913	436 kg
1	1938 mph	-1.121	Long Beach	Irvine, Riverside, Oakland	0.1328	385	856	Electrical Engineering, Biotechnology	-1301 kg	-189	-455	0.0557	258 kg
0	-215 mph	0.4017	Santa Clarita	Fresno	-1.4765	-162	585	Human Computer Interaction	818 kg	611	1106	0.4601	429 kg
5	759 mph	-0.775	Moreno Valley	San Francisco	1.5286	-761	2259	Computational Media	-54 kg	527	623	2.6054	-173 kg
0	134 mph	-2.4475	San Francisco	Moreno Valley, Fresno	0.0762	1479	224	Bioengineering	1338 kg	1586	-297	-1.2197	342 kg
0	-751 mph	0.1269	San Francisco	Fresno	-0.7511	740	1026	Human Computer Interaction, Natural Language Processing	-1141 kg	1445	209	-0.2325	1243 kg
0	36 mph	2.1517	Santa Clarita	Chula Vista	0.1651	2677	336	Natural Language Processing	-441 kg	185	407	-0.4093	355 kg
1	740 mph	-0.6744	Santa Ana	Irvine	-0.3128	744	1059	Electrical Engineering, Computer Game Design	-114 kg	-1048	68	-0.4558	1173 kg
1	-375 mph	-0.3842	Fremont	Riverside	0.1191	280	516	Electrical Engineering, Biotechnology	1311 kg	-259	-1649	0.6882	-822 kg
1	1014 mph	0.8406	Santa Ana	Long Beach, Oakland	1.4736	1707	-1014	Computer Game Design, Electrical Engineering, Data Science	1517 kg	-188	-865	0.5361	625 kg
3	721 mph	-0.0744	San Jose	Fremont	2.1366	-239	-360	Computer Engineering	-245 kg	1045	-2	1.4349	-669 kg
5	-420 mph	0.2661	San Bernardino	San Bernardino, San Francisco	1.6794	1274	279	Applied Mathematics	1831 kg	-191	1075	1.7252	-22 kg
3	-164 mph	1.2776	Los Angeles	Fremont	-1.776	532	-235	Computer Engineering	-948 kg	473	1604	0.6203	237 kg
5	-242 mph	0.0704	Moreno Valley	Bakersfield, San Bernardino	0.7266	-680	2072	Technology and Information Management, Applied Mathematics	-1032 kg	2071	-1121	0.7454	3 kg
2	-106 mph	1.0187	San Diego	Santa Ana, Sacramento, Stockton	2.2022	320	-1618	Bioinformatics	-1422 kg	451	521	0.9914	-576 kg
2	-469 mph	0.3728	San Diego	Santa Ana, Sacramento, Stockton, Santa Clarita	2.3273	2429	341	Bioinformatics	-1363 kg	747	861	-0.4719	260 kg
0	162 mph	1.8093	Irvine	Moreno Valley, Fresno	-1.5939		2414	Bioengineering	176 kg	-277	1531	0.8128	-752 kg
3	-90 mph	0.3313	San Jose	Anaheim	0.0237	1005	523	Computer Engineering	-158 kg	590	180	1.8471	982 kg
5	227 mph	2.0853	San Bernardino	Bakersfield, San Francisco, San Jose	0.0157	-97	-317	aPPLIED mATHEMATICS, cOMPUTATIONAL mEDIA	332 kg	-172	1850	0.3931	-1111 kg
1	976 mph	0.5515	Fremont	Irvine, Long Beach	0.5513	598	-768	Data Science, Computer Game Design, Biotechnology	1168 kg	166	304	1.2256	250 kg
3	-164 mph	0.4066	San Jose	Fremont	1.5009	661	82	Human Computer Interaction	N/A	266	-1768	1.2348	1819 kg
0	1101 mph	0.4625	Santa Clarita	Chula Vista, Fresno	1.7638	971	?	Bioengineering	-213 kg	839	133	-0.4108	1106 kg
3	-577 mph	0.1113	Los Angeles	Fremont	-0.0751	1568	1068	Computer Engineering	33 kg	903	-1319	0.3635	1546 kg
5	457 mph	1.7494	Modesto	Bakersfield	0.1778	473	2649	Computational Media	558 kg	694	1088	0.2118	165 kg
2	449 mph	0.6842	San Diego	Modesto, Stockton	1.3032	1936	482	Bioinformatics	-465 kg	593	1715	0.4202	525 kg
5	-285 mph	0.8421	Modesto	San Bernardino, San Francisco, San Jose	0.895	1498	-626	TECHNOLOGY AND INFORMATION MANAGEMENT	906 kg	278	-508	0.5363	294 kg
2	312 mph	-0.8189	San Diego	Sacramento	0.5254	464	748	?	239 kg	554	2080	-0.8109	865 kg
1	253 mph	0.3516	Santa Ana	Long Beach	-2.1068	-333	367	Computer Game Design, Biotechnology, Electrical Engineering	-105 kg	1368	-781	0.7717	2164 kg
3	194 mph	1.8694	San Jose	Anaheim	-1.0601	883	382	Computer Engineering	-677 kg	859	-202	1.0898	1578 kg
5	-78 mph	-0.2313	Moreno Valley	San Francisco	0.1913	-1092	184	Applied Mathematics, Computational Media	-744 kg	-524	152	3.2351	468 kg
5	1451 mph	0.1882	Modesto	San Jose, San Francisco	1.3154	726	839	Technology and Information Management, Applied Mathematics	-1333 kg	1448	489	0.5043	-2294 kg
5	-14 mph	0.6387	Modesto	San Jose, San Bernardino, Bakersfield	1.5631	1007	-866	Applied Mathematics	-2599 kg	1862	930	1.0983	631 kg
1	112 mph	1.2809	Santa Ana	Oakland, Irvine, Riverside	1.1842	921	1336	Electrical Engineering, Biotechnology	-1150 kg	83	-837	-0.4894	229 kg
5	1241 mph	1.2722	Modesto	Bakersfield	0.3444	1385	-572	Technology and Information Management, Applied Mathematics	821 kg	1921	728	0.0573	872 kg
0	-18 mph	1.4243	San Francisco	Moreno Valley	-0.057	933	993	Natural Language Processing	36 kg	-864	496	0.3712	-558 kg
4	1373 mph	0.9951	Oakland	San Diego	0.6367	637	-1019	Statistics, Games and Playable Media	1001 kg	230	1191	-0.4111	968 kg
3	397 mph	1.3697	San Jose	FREMONT	1.8388	92	-2373	Computer Engineering	-134 kg	374	-412	0.745	863 kg
3	70 mph	2.1673	Los Angeles	Anaheim	0.3652	-944	1570	Computer Engineering	1209 kg	687	1100	0.6565	495 kg
4	1596 mph	1.2306	Oakland	Los Angeles	1.6687	-87	-1245	Robotics Engineering, Statistics	1610 kg	-263	482	1.2372	-642 kg
2	2505 mph	1.4158	San Bernardino	Sacramento, Modesto, Santa Ana, Stockton	0.5195	456	818	Bioinformatics	401 kg	1017	1353	0.0307	866 kg
1	407 mph	1.2705	Santa Ana	Riverside, Irvine	0.0099	1564	-121	Biotechnology, Computer Game Design	149 kg	-368	12	-1.6502	2064 kg
1	1148 mph	0.5802	Fremont	Riverside	-0.7506	485	-4	Computer Game Design	112 kg	-731	-720	1.5414	931 kg
3	1980 mph	0.6296	Los Angeles	Anaheim	N/A	179	-1411	Bioinformatics	-567 kg	102	298	1.1594	44 kg
